"","UserID","ProblemID","overalGradeDiff","countOfSubmissions","totalTime","countOfVideoEvents","countOfForumEvents"
"93","02ed43779476a2937781e9b7365281af0a588dc9",4,100,3,167,0,0
"94","02ed43779476a2937781e9b7365281af0a588dc9",5,100,2,185216,0,0
"95","02ed43779476a2937781e9b7365281af0a588dc9",7,100,8,506259,0,0
"96","02ed43779476a2937781e9b7365281af0a588dc9",9,100,4,15574,0,0
"97","02ed43779476a2937781e9b7365281af0a588dc9",11,11.1111111111111,3,1688,0,0
"98","02ed43779476a2937781e9b7365281af0a588dc9",14,0,3,259,0,0
"99","0305050b2ea1824254460a2835e0bc3a5c06a0f6",2,35,3,327,0,0
"100","0305050b2ea1824254460a2835e0bc3a5c06a0f6",4,50,8,32560,127,0
"101","032790534ab918d2a4ee8f98de73139ad56a06c8",1,42.5,2,203,0,0
"102","032790534ab918d2a4ee8f98de73139ad56a06c8",2,100,6,1194,0,0
"103","032790534ab918d2a4ee8f98de73139ad56a06c8",4,30,3,3588,1,0
"104","032790534ab918d2a4ee8f98de73139ad56a06c8",5,11.1111111111111,4,485,0,0
"105","032790534ab918d2a4ee8f98de73139ad56a06c8",8,87.5,9,4045,0,8
"106","032790534ab918d2a4ee8f98de73139ad56a06c8",10,8.33333333333334,2,208,0,0
"107","032790534ab918d2a4ee8f98de73139ad56a06c8",11,44.4444444444444,8,65982,0,14
"108","032790534ab918d2a4ee8f98de73139ad56a06c8",14,100,12,1453,0,0
"109","035e0218fe5133c7d1fb48eb6294ccec9bede9f3",0,11.1111640930176,2,223,0,0
"110","03690917ea24f1e277ac4fbcbc46de3b89d0cec1",1,2.5,2,290,0,0
"111","03690917ea24f1e277ac4fbcbc46de3b89d0cec1",2,5,3,582,0,0
"112","03690917ea24f1e277ac4fbcbc46de3b89d0cec1",3,16.6666666666667,5,44165,0,0
"113","03690917ea24f1e277ac4fbcbc46de3b89d0cec1",4,50,5,3739,0,0
"114","03690917ea24f1e277ac4fbcbc46de3b89d0cec1",5,11.1111111111111,2,125,0,0
"115","03690917ea24f1e277ac4fbcbc46de3b89d0cec1",7,100,13,430555,4,0
"116","03690917ea24f1e277ac4fbcbc46de3b89d0cec1",8,37.5,9,18172,0,0
"117","03690917ea24f1e277ac4fbcbc46de3b89d0cec1",9,25,5,246342,5,0
"118","03690917ea24f1e277ac4fbcbc46de3b89d0cec1",10,16.6666666666667,4,2196,0,0
"119","03690917ea24f1e277ac4fbcbc46de3b89d0cec1",11,44.4444444444444,4,10028,0,0
"120","03690917ea24f1e277ac4fbcbc46de3b89d0cec1",12,8.33333333333334,2,1556,0,0
"121","03690917ea24f1e277ac4fbcbc46de3b89d0cec1",13,10,2,1274,0,0
"122","03690917ea24f1e277ac4fbcbc46de3b89d0cec1",14,40,13,348828,0,0
"123","03690917ea24f1e277ac4fbcbc46de3b89d0cec1",15,40,11,16571,0,0
"124","036e8b0701253789b62cc6d4981b88fe5d947511",0,27.7778307596842,3,419,0,0
"125","036e8b0701253789b62cc6d4981b88fe5d947511",3,29.1666666666667,2,821,0,0
"126","037b1feb1ef5897794daa9ad07705d12c341825f",1,15,3,280,0,0
"127","037b1feb1ef5897794daa9ad07705d12c341825f",4,95,3,352,0,0
"128","037b1feb1ef5897794daa9ad07705d12c341825f",5,0,2,253,0,0
"129","037b1feb1ef5897794daa9ad07705d12c341825f",7,100,6,681,0,0
"130","037b1feb1ef5897794daa9ad07705d12c341825f",8,37.5,2,254,0,0
"131","037b1feb1ef5897794daa9ad07705d12c341825f",9,30,3,200,0,0
"132","037b1feb1ef5897794daa9ad07705d12c341825f",10,16.6666706403097,3,81156,6,0
"133","037b1feb1ef5897794daa9ad07705d12c341825f",11,40,6,1277,0,0
"134","037b1feb1ef5897794daa9ad07705d12c341825f",14,56,3,481,0,0
"135","037b1feb1ef5897794daa9ad07705d12c341825f",15,0,3,328,0,0
"136","0386fdff8475483ccdcd8d046c6a7a83dc172489",0,33.3333333333333,3,389,0,0
"137","0386fdff8475483ccdcd8d046c6a7a83dc172489",2,100,2,114,0,0
"138","0386fdff8475483ccdcd8d046c6a7a83dc172489",3,4.16666666666666,2,456,0,0
"139","040e07ad436e0e9f9a1ad4cd67cc47720892105e",2,100,2,84,0,0
"140","040e07ad436e0e9f9a1ad4cd67cc47720892105e",5,11.1111111111111,2,122,0,0
"141","040e07ad436e0e9f9a1ad4cd67cc47720892105e",7,100,3,451,0,0
"142","040e07ad436e0e9f9a1ad4cd67cc47720892105e",9,100,3,637,0,4
"143","040e07ad436e0e9f9a1ad4cd67cc47720892105e",11,22.2222222222222,3,202,0,0
"144","040e07ad436e0e9f9a1ad4cd67cc47720892105e",14,26.6666666666667,10,75792,0,27
"145","040e07ad436e0e9f9a1ad4cd67cc47720892105e",15,40,3,69246,0,7
"146","042bcf51068aa2e6950b979301923a7cda608621",2,100,4,406,0,0
"147","042bcf51068aa2e6950b979301923a7cda608621",4,100,4,466,0,3
"148","042bcf51068aa2e6950b979301923a7cda608621",5,33.3333333333333,3,477,0,0
"149","042bcf51068aa2e6950b979301923a7cda608621",7,100,4,256,0,0
"150","042bcf51068aa2e6950b979301923a7cda608621",9,12.5,2,62927,0,21
"151","042bcf51068aa2e6950b979301923a7cda608621",10,3.33333015441895,2,289,0,0
"152","042bcf51068aa2e6950b979301923a7cda608621",11,100,3,252,0,0
"153","042bcf51068aa2e6950b979301923a7cda608621",12,4.16666666666666,2,234,0,0
"154","042bcf51068aa2e6950b979301923a7cda608621",13,20,4,1203643,0,113
"155","042bcf51068aa2e6950b979301923a7cda608621",14,34.6666666666667,5,2269,0,6
"156","042bcf51068aa2e6950b979301923a7cda608621",15,30,2,4825,0,0
"157","043192bedf7742946eb6146a5845b57f7e9c912a",1,2.5,2,245,0,0
"158","043192bedf7742946eb6146a5845b57f7e9c912a",4,45,4,3920,0,0
"159","043192bedf7742946eb6146a5845b57f7e9c912a",5,100,6,11479,0,0
"160","043192bedf7742946eb6146a5845b57f7e9c912a",7,28.5714285714286,5,2484,0,0
"161","043192bedf7742946eb6146a5845b57f7e9c912a",9,40,5,2336,0,0
"162","043192bedf7742946eb6146a5845b57f7e9c912a",11,20,5,1498,0,0
"163","043192bedf7742946eb6146a5845b57f7e9c912a",14,100,5,39512,0,3
"164","043192bedf7742946eb6146a5845b57f7e9c912a",15,56,6,2404,0,0
"165","048dac802b57fbc5baf03ddd87a52ba93237ff36",1,12.5,4,2451,0,0
"166","048dac802b57fbc5baf03ddd87a52ba93237ff36",2,60,5,1769,0,0
"167","048dac802b57fbc5baf03ddd87a52ba93237ff36",5,11.1111111111111,2,432,0,0
"168","04b730608c28d454059e95f2b5b9ccda9723cead",4,50,4,728,0,0
"169","05095f67d680e78f351d6c74029616e439ed9ad8",4,0,5,316664,0,0
"170","057a5211df6134a8692cbbaa335479b07f7cb736",4,100,2,315,0,0
"171","05916bed83543987f2c694da161d4a4c1ae9c6ca",4,25,2,1762,6,0
"172","05916bed83543987f2c694da161d4a4c1ae9c6ca",7,100,4,481,0,0
"173","05916bed83543987f2c694da161d4a4c1ae9c6ca",11,33.3333333333333,4,7245,0,0
"174","05c73e4f4fe00d1395a5d84cfdff86830d9c0271",1,100,4,15178,0,0
"175","05c73e4f4fe00d1395a5d84cfdff86830d9c0271",4,100,13,757381,0,5
"176","061a617166c8ee3faad463937e45c227012d045a",0,5.55550257364908,2,139,0,0
"177","061a617166c8ee3faad463937e45c227012d045a",3,41.6666666666667,4,1183,0,0
"178","061aa8707e69f76e1c7cf36c47d11a143ec062e7",7,100,3,893,0,0
"179","0629b5471bf2cb9e107267e4039d203980a4395a",4,0,2,258,0,0
"180","064c7812317b066b5155d2087048d12a4763b9b5",2,100,8,140396,0,5
"181","064c7812317b066b5155d2087048d12a4763b9b5",4,100,4,1884,0,0
"182","064c7812317b066b5155d2087048d12a4763b9b5",5,100,8,778,0,0
"183","064c7812317b066b5155d2087048d12a4763b9b5",7,100,3,310,0,0
"184","064c7812317b066b5155d2087048d12a4763b9b5",8,100,4,380,0,1
"185","064c7812317b066b5155d2087048d12a4763b9b5",11,33.3333333333333,4,3994,0,0
"186","064c7812317b066b5155d2087048d12a4763b9b5",14,73.3333333333333,5,235850,0,0
"187","064c7812317b066b5155d2087048d12a4763b9b5",15,100,4,147753,0,0
"188","06512d3573365b190ecd41ef617cf6adf8a9499d",1,100,2,46617,4,19
"189","06512d3573365b190ecd41ef617cf6adf8a9499d",2,0,6,1604465,22,128
"190","06512d3573365b190ecd41ef617cf6adf8a9499d",5,-11.1111111111111,2,163196,3,0
"191","06512d3573365b190ecd41ef617cf6adf8a9499d",7,57.1428571428571,11,59408,0,12
"192","065a53c9a9a019846f19dd61ea3dab07d180acee",3,4.16666666666666,2,405,0,0
"193","065a53c9a9a019846f19dd61ea3dab07d180acee",5,11.1111111111111,4,2491,0,23
"194","065a53c9a9a019846f19dd61ea3dab07d180acee",7,14.2857142857143,2,215,0,0
"195","065a53c9a9a019846f19dd61ea3dab07d180acee",10,9.99999841054282,5,2475,0,0
"196","065a53c9a9a019846f19dd61ea3dab07d180acee",11,44.4444444444444,4,862,0,0
"197","065a53c9a9a019846f19dd61ea3dab07d180acee",12,12.5,4,1843,0,0
"198","065a53c9a9a019846f19dd61ea3dab07d180acee",13,60,7,11772,0,0
"199","065a53c9a9a019846f19dd61ea3dab07d180acee",14,22.6666666666667,11,44760,0,0
"200","065a53c9a9a019846f19dd61ea3dab07d180acee",15,0,4,830,0,0
"201","0682318f54a8d8686f814a8842a61aef1dce9691",4,55,2,2397,0,0
"202","0682318f54a8d8686f814a8842a61aef1dce9691",5,11.1111111111111,2,110,0,0
"203","0682318f54a8d8686f814a8842a61aef1dce9691",7,100,5,28183,0,0
"204","0682318f54a8d8686f814a8842a61aef1dce9691",11,33.3333333333333,4,2847,0,0
"205","0682318f54a8d8686f814a8842a61aef1dce9691",14,6.66666666666667,6,12777,2,35
"206","0682318f54a8d8686f814a8842a61aef1dce9691",15,22,2,359,0,0
"207","06992f97e2fee2610ec780ad05ff8fe3d2b87579",1,12.5,2,436,0,0
"208","06992f97e2fee2610ec780ad05ff8fe3d2b87579",2,25,2,110,0,0
"209","069bf617a4761770a2aff926428e0749a8c2d23c",1,12.5,3,307,0,0
"210","069bf617a4761770a2aff926428e0749a8c2d23c",2,35,3,171,0,0
"211","069bf617a4761770a2aff926428e0749a8c2d23c",3,12.5,2,214,0,0
"212","069bf617a4761770a2aff926428e0749a8c2d23c",4,100,9,2399,0,0
"213","069bf617a4761770a2aff926428e0749a8c2d23c",5,100,15,6120,0,9
"214","069bf617a4761770a2aff926428e0749a8c2d23c",6,40.625,3,1528,0,0
"215","069bf617a4761770a2aff926428e0749a8c2d23c",7,100,5,1004,0,0
"216","069bf617a4761770a2aff926428e0749a8c2d23c",8,25,2,88,0,0
"217","069bf617a4761770a2aff926428e0749a8c2d23c",9,25,3,826,0,1
"218","069bf617a4761770a2aff926428e0749a8c2d23c",10,10.0000063578288,2,2578,0,0
"219","069bf617a4761770a2aff926428e0749a8c2d23c",11,100,15,6526,0,7
"220","069bf617a4761770a2aff926428e0749a8c2d23c",12,20.8333333333333,3,57218,0,0
"221","069bf617a4761770a2aff926428e0749a8c2d23c",13,35,4,1490,0,0
"222","069bf617a4761770a2aff926428e0749a8c2d23c",14,100,12,6589,0,5
"223","069bf617a4761770a2aff926428e0749a8c2d23c",15,50,5,1497,0,0
"224","06a237159294f4be44282f346eec2dc45d13a624",2,100,6,588,0,0
"225","0737b2f649524109e1171cc6cc3d87a1fafffbb2",4,25,2,114,0,0
"226","0748f69bbff5cdd241e0b48fa82f7ca1f63db20e",8,12.5,2,91,0,0
"227","0748f69bbff5cdd241e0b48fa82f7ca1f63db20e",15,100,3,249,0,0
"228","076e3de1f333e30d0addbd8dda9a5f60b98c9d2e",1,12.5,2,355,0,0
"229","076e3de1f333e30d0addbd8dda9a5f60b98c9d2e",2,95,2,444,0,0
"230","076e3de1f333e30d0addbd8dda9a5f60b98c9d2e",4,25,2,619,0,0
"231","076e3de1f333e30d0addbd8dda9a5f60b98c9d2e",5,22.2222222222222,3,1064,0,0
"232","076e3de1f333e30d0addbd8dda9a5f60b98c9d2e",7,100,16,20659,0,0
"233","076e3de1f333e30d0addbd8dda9a5f60b98c9d2e",8,12.5,3,12098,6,8
"234","076e3de1f333e30d0addbd8dda9a5f60b98c9d2e",9,25,15,93798,0,24
"235","076e3de1f333e30d0addbd8dda9a5f60b98c9d2e",11,0,5,104577,0,30
"236","078a4b2cced10945b0642f83a86b040b476cb8c9",2,100,15,64136,17,3
"237","07d5ac1ee0fa02d08b92ec465970a8213d1ece9b",1,12.5,2,2860,0,9
"238","07d5ac1ee0fa02d08b92ec465970a8213d1ece9b",2,75,10,4469,0,9
"239","07fbe2e6c0f457c74f714e18320add14d05a13f2",4,0,4,405,0,0
"240","07ffccbbc4ef34462ab4a263bd20fa99cfd45abf",3,-4.16666666666669,3,1892,0,0
"241","082fbb56b00de0d1d17a9255f9522eb81c4f01c9",0,11.1111680666606,9,884297,0,0
"242","085f05db05d1fd80305f4f696136836d5d0221a0",1,25,5,2477,0,0
"243","085f05db05d1fd80305f4f696136836d5d0221a0",2,100,8,1540,0,0
"244","085f05db05d1fd80305f4f696136836d5d0221a0",4,100,2,138,0,0
"245","085f05db05d1fd80305f4f696136836d5d0221a0",5,35.5555555555556,3,2058,0,49
"246","085f05db05d1fd80305f4f696136836d5d0221a0",7,100,2,383,0,0
"247","085f05db05d1fd80305f4f696136836d5d0221a0",8,12.5,3,186,0,0
"248","085f05db05d1fd80305f4f696136836d5d0221a0",9,15,3,802,0,0
"249","085f05db05d1fd80305f4f696136836d5d0221a0",11,22.2222222222222,2,154,0,0
"250","0898ef9203b689a0b59804bd2e754e7ccfc345d6",0,16.6666666666667,4,559,0,0
"251","0898ef9203b689a0b59804bd2e754e7ccfc345d6",3,45.8333333333333,4,57789,0,0
"252","08b8c6ea10e8aea44d6e669986b7e0f80f95efdc",0,22.2221692403158,2,198,0,0
"253","08e3251bbaa0e0fe82e06cd40a4bf0ea2448ff48",0,33.3333333333333,3,410,0,0
"254","08e3251bbaa0e0fe82e06cd40a4bf0ea2448ff48",1,2.5,2,689,0,0
"255","08e3251bbaa0e0fe82e06cd40a4bf0ea2448ff48",9,5,2,395,0,0
"256","08e3251bbaa0e0fe82e06cd40a4bf0ea2448ff48",14,13.3333333333333,3,104879,0,0
"257","08f80e6405ceac3f827b8531274baaa5ab96b237",1,100,2,6606,0,0
"258","08f80e6405ceac3f827b8531274baaa5ab96b237",2,100,5,1684,0,1
"259","08f80e6405ceac3f827b8531274baaa5ab96b237",4,100,8,13611,0,4
"260","08f80e6405ceac3f827b8531274baaa5ab96b237",5,100,5,3554,0,0
"261","08f80e6405ceac3f827b8531274baaa5ab96b237",8,37.5,8,21251,0,9
"262","08f80e6405ceac3f827b8531274baaa5ab96b237",9,30,10,129697,0,20
"263","08f80e6405ceac3f827b8531274baaa5ab96b237",11,100,5,2056,0,4
"264","0917bb3a527bb0413629c26b7bf46d7c07ba365f",3,4.16666666666669,2,1440,0,0
"265","099b8eea615c2b168baba290201eabca9c0591c1",4,50,3,279,0,0
"266","099b8eea615c2b168baba290201eabca9c0591c1",5,100,3,74762,0,0
"267","099b8eea615c2b168baba290201eabca9c0591c1",7,34.2857142857143,2,384,0,0
"268","099b8eea615c2b168baba290201eabca9c0591c1",8,100,3,190,0,0
"269","099b8eea615c2b168baba290201eabca9c0591c1",9,15,3,283,0,0
"270","099b8eea615c2b168baba290201eabca9c0591c1",11,35.5555555555556,4,938,0,0
"271","099b8eea615c2b168baba290201eabca9c0591c1",14,82.6666666666667,8,84474,0,51
"272","099b8eea615c2b168baba290201eabca9c0591c1",15,10,2,1590,0,4
"273","09afb2ace8b2f96495dbd3917df789f879d71832",1,100,3,307,0,0
"274","09afb2ace8b2f96495dbd3917df789f879d71832",2,100,3,185,0,0
"275","09afb2ace8b2f96495dbd3917df789f879d71832",4,60,4,260,0,0
"276","09afb2ace8b2f96495dbd3917df789f879d71832",5,11.1111111111111,3,131,0,0
"277","09afb2ace8b2f96495dbd3917df789f879d71832",7,2.85714285714286,2,142,0,0
"278","09d54bb84e03f42eec1ec9c99c7fa57419248060",1,75,5,684,0,0
"279","09d54bb84e03f42eec1ec9c99c7fa57419248060",2,100,4,7291,0,0
"280","09d54bb84e03f42eec1ec9c99c7fa57419248060",4,75,13,1137986,14,30
"281","09d54bb84e03f42eec1ec9c99c7fa57419248060",5,46.6666666666667,4,2402,0,0
"282","09d54bb84e03f42eec1ec9c99c7fa57419248060",7,65.7142857142857,5,1610,0,6
"283","09d54bb84e03f42eec1ec9c99c7fa57419248060",11,33.3333333333333,3,453,0,0
"284","09d54bb84e03f42eec1ec9c99c7fa57419248060",15,22,2,1689,0,5
"285","0a55f241a07f9bae51844b9b6d331bf4816381b8",4,50,11,373498,0,0
"286","0a55f241a07f9bae51844b9b6d331bf4816381b8",11,8.88888888888889,2,393,0,0
"287","0a55f241a07f9bae51844b9b6d331bf4816381b8",13,30,2,3754,0,0
"288","0a6106beeaba56706d700c7680f577406c3c5ebb",4,100,5,751,0,0
"289","0a6106beeaba56706d700c7680f577406c3c5ebb",5,100,5,1744,0,0
"290","0a6106beeaba56706d700c7680f577406c3c5ebb",7,34.2857142857143,4,2135,0,0
"291","0a6106beeaba56706d700c7680f577406c3c5ebb",8,12.5,2,1139,0,0
"292","0a67daf3e5542c5065afe15d3e7501d12458529e",4,100,6,1048269,0,0
"293","0a67daf3e5542c5065afe15d3e7501d12458529e",5,100,4,524,0,0
"294","0a67daf3e5542c5065afe15d3e7501d12458529e",8,100,4,288,0,0
"295","0a67daf3e5542c5065afe15d3e7501d12458529e",9,10,3,794,0,0
"296","0a67daf3e5542c5065afe15d3e7501d12458529e",11,33.3333333333333,4,803,0,0
"297","0a6a48ce6797480133acf760f5729c14ecb57d8a",1,100,5,188420,0,0
"298","0a6a48ce6797480133acf760f5729c14ecb57d8a",4,0,2,101,0,0
"299","0a6a48ce6797480133acf760f5729c14ecb57d8a",5,100,3,280537,0,13
"300","0a6a48ce6797480133acf760f5729c14ecb57d8a",14,100,8,95192,0,34
"301","0a6a48ce6797480133acf760f5729c14ecb57d8a",15,80,27,175001,0,55
"302","0a6de3bd3bbbbc16b06b1b44a142f008be173bc7",4,50,8,1484,0,1
"303","0a6de3bd3bbbbc16b06b1b44a142f008be173bc7",5,24.4444444444444,5,980,0,0
"304","0a6de3bd3bbbbc16b06b1b44a142f008be173bc7",8,87.5,10,64267,0,5
"305","0a6de3bd3bbbbc16b06b1b44a142f008be173bc7",9,17.5,6,1013,0,5
"306","0a6de3bd3bbbbc16b06b1b44a142f008be173bc7",11,22.2222222222222,4,581,0,0
"307","0a6de3bd3bbbbc16b06b1b44a142f008be173bc7",14,100,26,86633,0,22
"308","0a6de3bd3bbbbc16b06b1b44a142f008be173bc7",15,100,7,100060,0,21
"309","0a747e3beab9bda93d63239e192b4c594e96a414",1,0,3,982,0,0
"310","0a747e3beab9bda93d63239e192b4c594e96a414",4,100,8,618731,66,0
"311","0a747e3beab9bda93d63239e192b4c594e96a414",5,31.1111111111111,3,339839,0,0
"312","0a747e3beab9bda93d63239e192b4c594e96a414",7,100,7,16568,0,0
"313","0a747e3beab9bda93d63239e192b4c594e96a414",8,100,5,728,0,0
"314","0a747e3beab9bda93d63239e192b4c594e96a414",9,100,3,8459,0,0
"315","0a747e3beab9bda93d63239e192b4c594e96a414",11,11.1111111111111,2,723,0,0
